WKT,SA22022_V1_00,SA22022_V1_00_NAME,SA22022_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,EASTING,NORTHING,LATITUDE,LONGITUDE,Shape_X,Shape_Y
"POINT (2651056.94573849 6497362.09196588)",113700,Riverhead Forest,Riverhead Forest,48.43089407,48.43089407,1740592.45975,5935628.38115,-36.7146363415992,174.574195012617,2651056.94573849,6497362.09196588
"POINT (2660251.44757707 6507244.69765886)",113800,Silverdale Central (Auckland),Silverdale Central (Auckland),3.3604474,3.3604474,1749764.75595,5945528.68005,-36.6240218524323,174.674922362345,2660251.44757707,6507244.69765886
"POINT (2662115.74601628 6508623.50815212)",113900,Red Beach West,Red Beach West,1.84111488,1.84111488,1751625.8534,5946911.262,-36.6112689678569,174.695455203753,2662115.74601628,6508623.50815212
"POINT (2662971.58343371 6509200.44757273)",114000,Red Beach East,Red Beach East,1.56557364,1.56557364,1752480.34045,5947489.9489,-36.605918100123,174.704891305322,2662971.58343371,6509200.44757273
"POINT (2661385.71845224 6505822.50627547)",114100,Silverdale South (Auckland),Silverdale South (Auckland),10.18973804,10.18973804,1750901.88705,5944109.10745,-36.6366342938691,174.687913729388,2661385.71845224,6505822.50627547
"POINT (2642435.06429791 6490564.51845422)",114200,Waimauku,Waimauku,5.63250721,5.63250721,1731986.21355,5928814.3736,-36.7772780784017,174.479040276404,2642435.06429791,6490564.51845422
"POINT (2678106.8755461 6503095.66586185)",114300,Gulf Islands,Gulf Islands,66.10863983,66.10863983,1767627.15835,5941418.08805,-36.6580837990819,174.875496101573,2678106.8755461,6503095.66586185
"POINT (2664120.99956428 6507840.51039178)",114400,Vipond,Vipond,1.38113818,1.38113818,1753632.5079,5946132.6535,-36.617963660462,174.718039895155,2664120.99956428,6507840.51039178
"POINT (2637898.40323274 6485318.88084995)",114500,Muriwai,Muriwai,3.01508521,3.01508521,1727461.16025,5923560.68845,-36.8252434562366,174.429226670411,2637898.40323274,6485318.88084995
"POINT (2664984.3160162 6507185.2512457)",114600,Stanmore Bay West,Stanmore Bay West,0.98684479,0.98684479,1754497.11155,5945479.32185,-36.6237109851267,174.727836018125,2664984.3160162,6507185.2512457
"POINT (2646185.14949751 6489042.50615554)",114700,Kumeu Rural West,Kumeu Rural West,24.41845144,24.41845144,1735738.65465,5927300.2899,-36.7903921833063,174.521346688233,2646185.14949751,6489042.50615554
"POINT (2663281.35385671 6502405.51900226)",114800,Okura Bush,Okura Bush,28.93249575,28.93249575,1752804.4987,5940696.5999,-36.6670807968963,174.709866797071,2663281.35385671,6502405.51900226
"POINT (2665469.39861547 6505743.16038361)",114900,Whangaparāoa Central,Whangaparaoa Central,3.69157783,3.69157783,1754985.20455,5944038.4467,-36.6366152299024,174.733583274182,2665469.39861547,6505743.16038361
"POINT (2648146.52364535 6491272.08129285)",115000,Kumeu-Huapai,Kumeu-Huapai,6.32217318,6.32217318,1737695.1148,5929533.4538,-36.7699856078317,174.542863841542,2648146.52364535,6491272.08129285
"POINT (2666217.25379356 6506537.08000327)",115100,Stanmore Bay East,Stanmore Bay East,1.33781839,1.33781839,1755731.2799,5944833.8599,-36.629326201325,174.74176363056,2666217.25379356,6506537.08000327
"POINT (2666979.47346478 6506475.98565034)",115200,Manly West,Manly West,1.0323979,1.0323979,1756493.5402,5944774.39715,-36.6297370849442,174.750297593476,2666979.47346478,6506475.98565034
"POINT (2640665.07968039 6482915.08038658)",115300,Muriwai Valley-Bethells Beach,Muriwai Valley-Bethells Beach,35.35730384,35.35730384,1730232.0544,5921162.9496,-36.8464737815518,174.460698639086,2640665.07968039,6482915.08038658
"POINT (2669400.99183171 6507879.64684319)",115400,Tindalls-Matakatia,Tindalls-Matakatia,2.93347564,2.93347564,1758911.7906,5946183.0699,-36.6166436714022,174.777041279076,2669400.99183171,6507879.64684319
"POINT (2657219.63498545 6496350.0134754)",115500,Coatesville,Coatesville,24.35737006,24.35737006,1746756.2729,5934629.2519,-36.7227070797484,174.643377031846,2657219.63498545,6496350.0134754
"POINT (2660474.59798276 6499295.61934088)",115600,Dairy Flat South,Dairy Flat South,15.21351523,15.21351523,1750004.63675,5937581.2281,-36.6955991480535,174.679159172487,2660474.59798276,6499295.61934088
"POINT (2670946.50289267 6508640.89865789)",115700,Gulf Harbour North,Gulf Harbour North,1.7570961,1.7570961,1760455.50915,5946947.55265,-36.60949657867,174.794136744191,2670946.50289267,6508640.89865789
"POINT (2667953.98012397 6506050.64141372)",115800,Manly East,Manly East,1.57463152,1.57463152,1757468.84285,5944351.1789,-36.6333898582582,174.761287994716,2667953.98012397,6506050.64141372
"POINT (2651816.49113603 6492523.84403206)",115900,Riverhead,Riverhead,4.04958284,4.04958284,1741361.87855,5930792.5206,-36.7580998898007,174.5837022354,2651816.49113603,6492523.84403206
"POINT (2673561.55057148 6509074.25915824)",116000,Army Bay,Army Bay,6.21560428,6.21560428,1763069.3753,5947386.4881,-36.6050980277809,174.823257327076,2673561.55057148,6509074.25915824
"POINT (2650963.10212919 6490488.16824356)",116100,Kumeu Rural East,Kumeu Rural East,14.92384331,14.92384331,1740512.8076,5928755.435,-36.7765830385034,174.574568584825,2650963.10212919,6490488.16824356
"POINT (2671111.52299893 6507459.30652269)",116200,Gulf Harbour South,Gulf Harbour South,2.42885437,2.67530898,1760623.04575,5945766.435,-36.6201109114119,174.796256142072,2671111.52299893,6507459.30652269
"POINT (2654691.87076939 6492806.69879794)",116300,Paremoremo West,Paremoremo West,9.47697532,9.47697532,1744236.21865,5931081.24115,-36.7550652598101,174.615837892682,2654691.87076939,6492806.69879794
"POINT (2649057.7003877 6485521.33420998)",116400,Taupaki,Taupaki,27.19868961,27.19868961,1738617.8296,5923785.5724,-36.8216476494218,174.554245706877,2649057.7003877,6485521.33420998
"POINT (2665313.38415479 6499906.16914188)",116500,Long Bay,Long Bay,2.85287732,2.85287732,1754841.54265,5938201.83845,-36.6892311625445,174.73315607159,2665313.38415479,6499906.16914188
"POINT (2658664.30232899 6493312.69437817)",116600,Paremoremo East,Paremoremo East,11.6072723,11.6072723,1748207.03365,5931595.3496,-36.7498203107895,174.660205256287,2658664.30232899,6493312.69437817
"POINT (2661753.37421045 6496788.85124384)",116700,Albany Heights,Albany Heights,3.10759593,3.10759593,1751288.4873,5935077.45635,-36.7179569241373,174.694020245347,2661753.37421045,6496788.85124384
"POINT (2665155.50352459 6498853.02673487)",116800,Awaruku,Awaruku,1.52162664,1.52162664,1754685.88925,5937148.49,-36.6987479838109,174.731627449793,2665155.50352459,6498853.02673487
"POINT (2663805.58059438 6497623.53017383)",116900,Fairview Heights,Fairview Heights,1.60579364,1.60579364,1753338.6995,5935916.31225,-36.7100692805054,174.716799534164,2663805.58059438,6497623.53017383
"POINT (2654401.57299115 6488003.7790535)",117000,Whenuapai,Whenuapai,19.72256034,19.72256034,1743955.80735,5926278.4534,-36.7983866888143,174.613604762462,2654401.57299115,6488003.7790535
"POINT (2644066.42109498 6477051.28123485)",117100,Waitakere Ranges North,Waitakere Ranges North,86.8052026,86.8052026,1733644.37985,5915307.0681,-36.8987678447984,174.499991619971,2644066.42109498,6477051.28123485
"POINT (2666888.6353831 6499220.02180322)",117200,Torbay,Torbay,1.4332077,1.4332077,1756418.05995,5937519.076,-36.6951251892173,174.750934278073,2666888.6353831,6499220.02180322
"POINT (2662696.57386595 6495633.25475699)",117300,Albany Central,Albany Central,3.20948296,3.20948296,1752233.9785,5933923.96375,-36.7281997554811,174.704832718996,2662696.57386595,6495633.25475699
"POINT (2661153.54735641 6494191.9907998)",117400,Albany West,Albany West,2.05719228,2.05719228,1750694.13495,5932479.67655,-36.741459822452,174.68788015014,2661153.54735641,6494191.9907998
"POINT (2665946.98295187 6498553.39729231)",117500,Glamorgan,Glamorgan,0.95918877,0.95918877,1755477.90865,5936850.55125,-36.7013033580382,174.740550537107,2665946.98295187,6498553.39729231
"POINT (2664260.93778763 6496889.45772176)",117600,Oteha East,Oteha East,0.76502794,0.76502794,1753795.5376,5935183.27485,-36.7166006578457,174.722059707586,2664260.93778763,6496889.45772176
"POINT (2665049.80523098 6497422.09601818)",117700,Northcross,Northcross,1.07077623,1.07077623,1754583.20135,5935717.49875,-36.7116590060774,174.730767584141,2665049.80523098,6497422.09601818
"POINT (2663785.3620062 6496292.01957774)",117800,Oteha West,Oteha West,0.53026572,0.53026572,1753321.2642,5934584.9149,-36.7220690554843,174.716871421704,2663785.3620062,6496292.01957774
"POINT (2666278.84247372 6497952.87123488)",117900,Waiake,Waiake,1.24979643,1.24979643,1755810.99135,5936250.78445,-36.706653105864,174.744399944758,2666278.84247372,6497952.87123488
"POINT (2647781.75768913 6481622.6280849)",118000,Waitakere,Waitakere,15.28945995,15.28945995,1737349.94895,5919884.9766,-36.8569824545773,174.540739431858,2647781.75768913,6481622.6280849
"POINT (2662550.13130253 6494488.65044492)",118100,Albany South,Albany South,1.48398851,1.48398851,1752089.9328,5932779.19285,-36.7385381957931,174.703448170419,2662550.13130253,6494488.65044492
"POINT (2664953.73212161 6496299.0624968)",118200,Browns Bay South West,Browns Bay South West,1.15126945,1.15126945,1754489.48565,5934594.3898,-36.7217942984588,174.729945710106,2664953.73212161,6496299.0624968
"POINT (2666159.75172602 6497108.88742183)",118300,Browns Bay Central,Browns Bay Central,1.18275249,1.18275249,1755693.68075,5935406.6417,-36.7142786462156,174.743258998286,2666159.75172602,6497108.88742183
"POINT (2661034.78175261 6492554.6532244)",118400,Schnapper Rock,Schnapper Rock,2.21385876,2.21385876,1750578.77225,5930842.29815,-36.7562323839764,174.686911546578,2661034.78175261,6492554.6532244
"POINT (2664368.57627313 6495251.04064137)",118500,Pinehill,Pinehill,1.62902839,1.62902839,1753906.58005,5933545.26765,-36.7313423562242,174.723632437598,2664368.57627313,6495251.04064137
"POINT (2663566.76982313 6493606.41459769)",118600,North Harbour,North Harbour,5.4872573,5.4872573,1753108.28155,5931899.16535,-36.7463041410544,174.715025807793,2663566.76982313,6493606.41459769
"POINT (2665640.29100829 6495956.55258753)",118700,Browns Bay South East,Browns Bay South East,0.85598227,0.85598227,1755176.6835,5934253.347,-36.7247552581302,174.737706875956,2665640.29100829,6495956.55258753
"POINT (2653668.85114303 6486215.02557972)",118800,Westgate Central,Westgate Central,1.86366224,1.86366224,1743226.8314,5924488.4817,-36.8146270001099,174.605773427204,2653668.85114303,6486215.02557972
"POINT (2659804.18157042 6490658.2571941)",118900,Greenhithe West,Greenhithe West,2.72128531,2.72128531,1749352.2342,5928943.60875,-36.7735353329559,174.673547991155,2659804.18157042,6490658.2571941
"POINT (2666499.50259992 6496072.81104456)",119000,Rothesay Bay,Rothesay Bay,0.86492687,0.86492687,1756035.56085,5934371.38275,-36.7235508947315,174.747296651088,2666499.50259992,6496072.81104456
"POINT (2661234.23938902 6491678.12314634)",119100,Greenhithe East,Greenhithe East,1.43997442,1.43997442,1750780.0142,5929966.2874,-36.7640940197762,174.689338293758,2661234.23938902,6491678.12314634
"POINT (2656336.31780278 6487214.09789516)",119200,Hobsonville,Hobsonville,2.17024961,2.17024961,1745891.87975,5925492.82425,-36.8051696667694,174.635448845648,2656336.31780278,6487214.09789516
"POINT (2662448.78555087 6484497.0087852)",119300,Inlet Waitemata Harbour,Inlet Waitemata Harbour,0,78.95642537,1752009.10635,5922788.4907,-36.8285750031498,174.704536406614,2662448.78555087,6484497.0087852
"POINT (2661661.03564892 6490834.1487168)",119400,Greenhithe South,Greenhithe South,3.64443215,3.64443215,1751208.4976,5929123.2934,-36.7716218440232,174.694304279978,2661661.03564892,6490834.1487168
"POINT (2665985.89621927 6495170.55331399)",119500,Murrays Bay West,Murrays Bay West,0.95731874,0.95731874,1755523.89015,5933468.15025,-36.7317735844781,174.741753185673,2665985.89621927,6495170.55331399
"POINT (2653834.17578339 6484826.6289211)",119600,Westgate South,Westgate South,1.70943737,1.70943737,1743394.9425,5923100.629,-36.8271076773811,174.60791918829,2653834.17578339,6484826.6289211
"POINT (2665426.07875124 6494296.03945456)",119700,Windsor Park,Windsor Park,0.83550297,0.83550297,1754965.95205,5932592.56635,-36.7397544617124,174.735684950777,2665426.07875124,6494296.03945456
"POINT (2655169.10719196 6485722.88825898)",119800,West Harbour West,West Harbour West,1.92726583,1.92726583,1744727.8637,5923999.4577,-36.8188052309129,174.622689047634,2655169.10719196,6485722.88825898
"POINT (2663206.64672039 6492219.58255496)",119900,Unsworth Heights West,Unsworth Heights West,0.74925483,0.74925483,1752751.0702,5930511.7477,-36.7588634404346,174.711303880659,2663206.64672039,6492219.58255496
"POINT (2666869.1047491 6495235.10302241)",120000,Murrays Bay East,Murrays Bay East,0.69795032,0.69795032,1756406.8723,5933534.53,-36.7310303550441,174.751624166149,2666869.1047491,6495235.10302241
"POINT (2651890.89271506 6482254.99302433)",120100,Birdwood West,Birdwood West,5.93627869,5.93627869,1741457.13745,5920525.4722,-36.8506047809956,174.58667716868,2651890.89271506,6482254.99302433
"POINT (2658745.97460846 6488148.0674808)",120200,Hobsonville Point,Hobsonville Point,3.51889657,3.51889657,1748299.30745,5926431.57675,-36.7963365051637,174.662243030119,2658745.97460846,6488148.0674808
"POINT (2656903.33332026 6486746.86169983)",120300,West Harbour Clearwater Cove,West Harbour Clearwater Cove,1.35724979,1.67722533,1746459.76725,5925026.80605,-36.8092812600598,174.641902182363,2656903.33332026,6486746.86169983
"POINT (2663969.51541311 6492518.54965066)",120400,Unsworth Heights East,Unsworth Heights East,1.10831886,1.10831886,1753513.23415,5930812.2555,-36.756032548423,174.719778623552,2663969.51541311,6492518.54965066
"POINT (2666398.88570632 6494405.7806983)",120500,Mairangi Bay North,Mairangi Bay North,0.92452501,0.92452501,1755938.42835,5932704.3149,-36.7385882025495,174.746549705412,2666398.88570632,6494405.7806983
"POINT (2653640.18798366 6483499.76246282)",120600,Massey Central,Massey Central,0.88378442,0.88378442,1743203.662,5921773.56955,-36.8390949692698,174.606025111755,2653640.18798366,6483499.76246282
"POINT (2656443.82402108 6485785.34073147)",120700,West Harbour Luckens Point,West Harbour Luckens Point,0.9837843,0.9837843,1746002.27405,5924064.48515,-36.8180234479118,174.636959984886,2656443.82402108,6485785.34073147
"POINT (2666573.84111616 6493812.26188937)",120800,Mairangi Bay South,Mairangi Bay South,0.80107653,0.80107653,1756114.59965,5932111.2194,-36.7439033868924,174.748643299227,2666573.84111616,6493812.26188937
"POINT (2654231.75267751 6484020.9175379)",120900,Massey Royal Road West,Massey Royal Road West,0.89641574,0.89641574,1743794.0881,5922295.84,-36.8342991154746,174.612545524377,2654231.75267751,6484020.9175379
"POINT (2663366.75091425 6490980.62057661)",121000,Bayview East,Bayview East,1.37433147,1.37433147,1752913.7128,5929273.2559,-36.7699969592952,174.713373577853,2663366.75091425,6490980.62057661
"POINT (2650437.17010801 6478897.54325046)",121100,Swanson Rural,Swanson Rural,15.14615685,15.14615685,1740010.35775,5917165.6462,-36.8810964428768,174.571074603153,2650437.17010801,6478897.54325046
"POINT (2665408.35936217 6492574.84193318)",121200,Sunnynook South,Sunnynook South,0.80160094,0.80160094,1754951.8051,5930871.51405,-36.755264599677,174.735875937964,2665408.35936217,6492574.84193318
"POINT (2665937.57176287 6493052.1985267)",121300,Sunnynook North,Sunnynook North,0.744465,0.744465,1755479.9731,5931349.9155,-36.7508674474006,174.741692887594,2665937.57176287,6493052.1985267
"POINT (2662572.50690008 6490339.18231813)",121400,Bayview West,Bayview West,0.73396895,0.73396895,1752120.8803,5928630.25805,-36.7759184578111,174.704621899307,2662572.50690008,6490339.18231813
"POINT (2664882.79079484 6492097.52279637)",121500,Totara Vale North,Totara Vale North,0.86577248,0.86577248,1754427.2801,5930393.1599,-36.7596604621422,174.73009910985,2664882.79079484,6492097.52279637
"POINT (2655599.74920756 6484637.22921252)",121600,Royal Heights North,Royal Heights North,1.49490896,1.49490896,1745160.6426,5922914.82555,-36.8285125999195,174.627746638675,2655599.74920756,6484637.22921252
"POINT (2653435.43558324 6482609.38812277)",121700,Massey West,Massey West,1.18546356,1.18546356,1743000.73265,5920882.91615,-36.8471514787543,174.603917726321,2653435.43558324,6482609.38812277
"POINT (2660889.59682744 6488445.79876849)",121800,Beach Haven West,Beach Haven West,1.20746814,1.20746814,1750442.0529,5926733.6492,-36.7932765452092,174.686191380205,2660889.59682744,6488445.79876849
"POINT (2664479.69293057 6491420.54736748)",121900,Totara Vale South,Totara Vale South,0.89753229,0.89753229,1754025.6243,5929715.42575,-36.7658326525057,174.725737943998,2664479.69293057,6491420.54736748
"POINT (2651678.84695766 6480672.69312283)",122000,Swanson,Swanson,1.89457674,1.89457674,1741248.29605,5918942.994,-36.8648960324729,174.584629918562,2651678.84695766,6480672.69312283
"POINT (2662969.95273006 6489913.24859492)",122100,Bayview South,Bayview South,0.93362104,0.93362104,1752519.15635,5928205.1888,-36.7796846241264,174.709168125933,2662969.95273006,6489913.24859492
"POINT (2667242.3528862 6493172.18196859)",122200,Campbells Bay,Campbells Bay,1.74341525,1.74341525,1756784.37385,5931472.58835,-36.7495473567244,174.756273435104,2667242.3528862,6493172.18196859
